"Mental Condition","Symptoms","Recommended Treatments","Medications","Dosage","Advanced Remedies"
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Acceptance and Commitment Therapy (ACT); Medication for associated anxiety/depression","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; take morning or evening)","[Gita, Ch 4, V 39] A faithful man who is dedicated to transcendental knowledge and who subdues his senses attains knowledge. Insight: Faith (Shraddha) in the benign nature of the symptoms (based on medical reassurance) subdues the anxious reaction (subdues senses). This faith, combined with dedicated practice of mindfulness, leads to the knowledge that the symptoms are not dangerous and can be tolerated."
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Acceptance and Commitment Therapy (ACT); Medication for associated anxiety/depression","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; take morning or evening)","[Gita, Ch 17, V 14] Austerity of the body consists in worship of the Supreme Lord... and non-violence. Insight: Treat the body with non-violence (Ahimsa) and gentle care. This means avoiding excessive medical testing driven by anxiety (a form of violence against the body) and instead providing it with rest, gentle movement, and proper nutrition."
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Medication for associated anxiety","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food)","[Gita, Ch 13, V 3] You should understand that I am also the knower in all bodies. Insight: The body is the 'Field' of symptoms. The 'Knower' (Consciousness) is the detached witness, never in danger, providing peace."
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Medication for associated anxiety","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food)","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Practice equanimity (Samatvam) regarding the body's symptoms. Focus on duty (Karma Yoga) despite the discomfort."
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Medication for associated anxiety","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food)","[Gita, Ch 4, V 39] A faithful man who is dedicated to transcendental knowledge and who subdues his senses attains knowledge. Insight: Faith (Shraddha) in the non-threatening nature of the symptoms subdues the anxious reaction (senses) and brings peace."
"Somatic Symptom Disorder (severe)","multiple distressing somatic symptoms; excessive thoughts/behaviors related to symptoms; high health anxiety [ICD-10: F45.1, ICD-11: 6C20, DSM-5: 300.82]","Cognitive Behavioral Therapy (CBT) - 16-24 sessions; Relaxation techniques; Mindfulness-based stress reduction; Biofeedback; Medication for associated anxiety","None Typically; Duloxetine 60mg (Rx - Duzela, Dulo, Dulane); Venlafaxine 75mg (Rx - Venlor, Venfax, Venlift)","Duloxetine: 30-120mg daily (initial 30mg, increase to 60mg after 1 week; max 120mg; take with food); Venlafaxine: 75-225mg daily (initial 37.5mg, increase after 1 week; max 225mg; take with food)","[Gita, Ch 17, V 14] Austerity of the body consists in worship of the Supreme Lord... and non-violence. Insight: Treat the body with non-violence (Ahimsa) and gentle care, avoiding excessive medical procedures driven by anxiety."
"Specific Learning Disorder (Dyscalculia, severe)","severe difficulty with number sense/calculation; poor mathematical reasoning [ICD-10: F81.2, ICD-11: 6A03.2, DSM-5: 315.1]","Specialized math instruction (multisensory, structured); Educational accommodations (e.g., calculator use, extra time); Cognitive Behavioral Therapy (CBT) for math anxiety; Assistive technology; Tutoring; Psychoeducation","None Typically","None Typically","[Gita, Ch 6, V 35] It is possible to curb the restless mind by suitable practice and by detachment. Insight: Counter the frustration and anxiety (restless mind) associated with math by engaging in consistent, specialized practice (Abhyasa) and cultivating detachment (Vairagya) from the complexity of the task and the fear of being wrong."
"Specific Learning Disorder (Dyscalculia, severe)","severe difficulty with number sense/calculation; poor mathematical reasoning [ICD-10: F81.2, ICD-11: 6A03.2, DSM-5: 315.1]","Specialized math instruction (multisensory, structured); Educational accommodations (e.g., calculator use, extra time); Cognitive Behavioral Therapy (CBT) for math anxiety; Assistive technology; Tutoring; Psychoeducation","None Typically","None Typically","[Gita, Ch 2, V 41] Those who are on this path are resolute in purpose, and their aim is one. Insight: Counter mental wandering and panic with a resolute (Vyavasayatmika) commitment to one step or one problem at a time. Focus the mind on the single task in front of you, not the entire subject."
"Specific Learning Disorder (Dyscalculia, severe)","severe difficulty with number sense/calculation; poor mathematical reasoning [ICD-10: F81.2, ICD-11: 6A03.2, DSM-5: 315.1]","Specialized math instruction (multisensory, structured); Educational accommodations (e.g., calculator use, extra time); Cognitive Behavioral Therapy (CBT) for math anxiety; Assistive technology; Tutoring; Psychoeducation","None Typically","None Typically","[Gita, Ch 4, V 39] A faithful man who is dedicated to transcendental knowledge and who subdues his senses attains knowledge. Insight: Faith (Shraddha) in your own ability to learn, combined with disciplined, focused study, gradually conquers the anxiety (subdues senses) and allows knowledge to be attained, even if the path is slower."
"Specific Learning Disorder (Dyscalculia, severe)","severe difficulty with number sense/calculation; poor mathematical reasoning [ICD-10: F81.2, ICD-11: 6A03.2, DSM-5: 315.1]","Specialized math instruction (multisensory, structured); Educational accommodations (e.g., calculator use, extra time); Cognitive Behavioral Therapy (CBT) for math anxiety; Assistive technology; Tutoring; Psychoeducation","None Typically","None Typically","[Gita, Ch 5, V 18] The humble sage, by virtue of true knowledge, sees with equal vision. Insight: Practice seeing the difficulty (Math) and the ease (other subjects) with equal vision (Sama Darshana). This reduces the sense of failure and self-judgment, recognizing that different subjects present different challenges for different minds."
"Specific Learning Disorder (Dyslexia, severe)","severe difficulty with reading/decoding; poor fluency; reading comprehension deficits [ICD-10: F81.0, ICD-11: 6A03.0, DSM-5: 315.00]","Specialized reading instruction (e.g., Orton-Gillingham, multisensory); Educational accommodations (e.g., audiobooks, extra time); Assistive technology (text-to-speech); Tutoring; Cognitive Behavioral Therapy (CBT) for frustration; Psychoeducation","None Typically","None Typically","[Gita, Ch 6, V 35] It is possible to curb the restless mind by suitable practice and by detachment. Insight: Counter the frustration and anxiety (restless mind) caused by reading difficulties through consistent, specialized practice (Abhyasa) and by cultivating detachment (Vairagya) from the perceived failure and comparison with peers."
"Specific Learning Disorder (Dyslexia, severe)","severe difficulty with reading/decoding; poor fluency; reading comprehension deficits [ICD-10: F81.0, ICD-11: 6A03.0, DSM-5: 315.00]","Specialized reading instruction (e.g., Orton-Gillingham, multisensory); Educational accommodations (e.g., audiobooks, extra time); Assistive technology (text-to-speech); Tutoring; Cognitive Behavioral Therapy (CBT) for frustration; Psychoeducation","None Typically","None Typically","[Gita, Ch 12, V 9] If you cannot fix your mind upon Me without deviation, then follow the regulative principles of Bhakti-yoga. Insight: Follow the 'regulative principles' (specialized methods, rules, and routines) of the reading instruction with determination and devotion to the process, even when the mind wanders or the task is difficult."
"Specific Learning Disorder (Dyslexia, severe)","severe difficulty with reading/decoding; poor fluency; reading comprehension deficits [ICD-10: F81.0, ICD-11: 6A03.0, DSM-5: 315.00]","Specialized reading instruction (e.g., Orton-Gillingham, multisensory); Educational accommodations (e.g., audiobooks, extra time); Assistive technology (text-to-speech); Tutoring; Cognitive Behavioral Therapy (CBT) for frustration; Psychoeducation","None Typically","None Typically","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Abandon attachment to the immediate outcome (perfect reading, high grades). Focus on the duty (Dharma) of practicing and putting in the effort with equanimity (Samatvam). The effort itself is what builds skill."
"Specific Learning Disorder (Dyslexia, severe)","severe difficulty with reading/decoding; poor fluency; reading comprehension deficits [ICD-10: F81.0, ICD-11: 6A03.0, DSM-5: 315.00]","Specialized reading instruction (e.g., Orton-Gillingham, multisensory); Educational accommodations (e.g., audiobooks, extra time); Assistive technology (text-to-speech); Tutoring; Cognitive Behavioral Therapy (CBT) for frustration; Psychoeducation","None Typically","None Typically","[Gita, Ch 18, V 48] Every endeavor is covered by some fault, just as fire is covered by smoke. Insight: Accept the inherent 'fault' (difficulty, imperfection) in the learning process. The struggle is part of the journey. Continue the effort (Sadhana) with self-compassion, without self-blame for the difficulty."
"Substance Use Disorder (Alcohol)","craving; dependence; withdrawal symptoms; impaired control [ICD-10: F10.20, ICD-11: 6C40.2, DSM-5: 303.90]","Detoxification (medically supervised); Cognitive Behavioral Therapy (CBT) - 12-24 sessions; Motivational Enhancement Therapy; 12-Step facilitation (AA); Relapse prevention","Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex); Acamprosate 666mg (Rx - Campral, Acampro)","Naltrexone: 50mg daily (initiate after detox; max 100mg; monitor liver function); Acamprosate: 666mg three times daily (start during detox; take with meals)","[Gita, Ch 6, V 5] One must deliver himself with the help of his mind, and not degrade himself. Insight: Sobriety is the act of self-delivery (Uddharet), using the mind and intelligence to overcome the self-degrading nature of addiction."
"Substance Use Disorder (Alcohol)","craving; dependence; withdrawal symptoms; impaired control [ICD-10: F10.20, ICD-11: 6C40.2, DSM-5: 303.90]","Detoxification (medically supervised); Cognitive Behavioral Therapy (CBT) - 12-24 sessions; Motivational Enhancement Therapy; 12-Step facilitation (AA); Relapse prevention","Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex); Acamprosate 666mg (Rx - Campral, Acampro)","Naltrexone: 50mg daily (initiate after detox; max 100mg; monitor liver function); Acamprosate: 666mg three times daily (start during detox; take with meals)","[Gita, Ch 18, V 47] It is better to engage in one's own occupation, even though one may perform it imperfectly. Insight: Focus on the daily duty of sobriety and self-care (Dharma), accepting that recovery is imperfect and gradual."
"Substance Use Disorder (Alcohol)","craving; dependence; withdrawal symptoms; impaired control [ICD-10: F10.20, ICD-11: 6C40.2, DSM-5: 303.90]","Detoxification (medically supervised); Cognitive Behavioral Therapy (CBT) - 12-24 sessions; Motivational Enhancement Therapy; 12-Step facilitation (AA); Relapse prevention","Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex); Acamprosate 666mg (Rx - Campral, Acampro)","Naltrexone: 50mg daily (initiate after detox; max 100mg; monitor liver function); Acamprosate: 666mg three times daily (start during detox; take with meals)","[Gita, Ch 12, V 9] If you cannot fix your mind upon Me without deviation, then follow the regulative principles of Bhakti-yoga. Insight: Use the strict, regulated routine of recovery programs (regulative principles) to anchor the chaotic, addicted mind."
"Substance Use Disorder (Cannabis)","craving; dependence; difficulty stopping; withdrawal (irritability, sleep problems) [ICD-10: F12.20, ICD-11: 6C41.2, DSM-5: 304.30]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Motivational Enhancement Therapy (MET); Contingency management; Support groups (Marijuana Anonymous); Treatment for comorbid conditions","None Typically; Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex - off-label for craving); Gabapentin 300mg (Rx - Gabapin, Neurontin, Gaba - off-label for withdrawal)","Naltrexone (off-label): 50mg daily (monitor liver function); Gabapentin (off-label): 300-1200mg daily in divided doses (initial 300mg at bedtime, increase slowly)","[Gita, Ch 14, V 8] The mode of ignorance (Tamas) is the cause of delusion... The result is madness, indolence and sleep. Insight: Heavy, chronic cannabis use often leads to Tamasic states—indolence, lack of motivation, and mental fog. Recovery requires actively cultivating Rajas (purposeful action) and Sattva (conscious awareness) to break through this inertia."
